Lien,Numéro Brevet,Titre,Date de publication,Mots-clés,Description,Domaine Technologique,Inventeurs,Titulaire du brevet,Statut du brevet,Résumé,Problème,Solution
https://patents.google.com/patent/US10318978B2,US10318978B2,Implementing computer interaction response tests,2015-06-24,"Embodiments, invention, provide, approach, enhancing","
     Embodiments of the present invention provide an approach for enhancing computer interaction challenge-response tests (e.g., Completely Automatic Public Turing Test to Tell Computers and Humans Apart, or CAPTCHA). Furthermore, embodiments of the present invention provide an approach for introducing advertising in such challenge-response tests, such that users are presented with opportunities to learn about or reinforce brands. In a typical embodiment, when a user attempts to access content (e.g., web content), the user will be presented with a CAPTCHA test. The CAPTCHA test typically includes an advertisement (e.g., logo, label, etc.) and an associated question for the user to answer. Along these lines, the advertisement is generally selected based on the user's demographics (e.g., interests, gender, age, etc.). If the user successfully responds to the question and/or responds within a certain amount of time, a reward can be determined (e.g., access to the content, preferred placement in a queue for computing resources, etc.). In one embodiment, a cumulative points total can be maintained for the user based on cumulative responses to CAPTCHA tests. In this embodiment, the CAPTCHA tests presented to the user can have increasing levels of difficulty with corresponding rewards. 
   
   ",Intelligence Artificielle,"II Rick A. Hamilton, Mauro Marzorati, Brian M. O'Connell, Clifford A. Pickover, Keith R. Walker",Kyndryl Inc,"Active, expires 2031-10-07",,,
https://patents.google.com/patent/US10318979B2,US10318979B2,Incentive-based crowdvoting using a blockchain,2016-12-26,"instant, operation, may, creating","
     An instant operation may include one or more of creating a smart contract identifying content and review requirements for performing a review of the content, signing and validating the smart contract, storing the smart contract in a blockchain, receiving content review feedback from one or more reviewers of the content, and amending the blockchain to include the content review feedback. 
   
   ",Intelligence Artificielle,"Brandon Z. Frank, Joseph A. Latone",International Business Machines Corp,"Expired - Fee Related, expires 2037-10-02",,,
https://patents.google.com/patent/US10318983B2,US10318983B2,Expansion of targeting criteria based on advertisement performance,2014-07-18,"online, system, selects, advertisements, presentation, user, based","
     An online system selects advertisements for presentation a user based on characteristics of the user. The online system monitors performance of advertisements based on a goal for the advertisement and a time interval for achieving the goal. During a time period within the time interval, the online system determines an actual performance of the advertisement and compares the actual performance to a portion of the goal associated with the time period. If the actual performance does not satisfy the portion of the goal associated with the time period, the online system expands targeting criteria of the advertisement to increase a number of users eligible to be presented with the advertisement. 
   
   ",Télécommunications,"Gang Wu, Haibin Cheng, Xiao Zhang, Boris Pierre Arnoux, Anh Phuong Bui",Meta Platforms Inc,"Active, expires 2036-04-12",,,
https://patents.google.com/patent/US10318992B2,US10318992B2,Cross-device geolocation sensing to geotarget offers,2017-02-01,"process, distributing, offers, non-location-sensing, devices","
     Provided is a process of distributing offers to non-location-sensing devices based on a geolocation sensed by another device, the process comprising: obtaining a geolocation of a user from a mobile device of the user; associating the geolocation of the user with an identifier of the user in an offers engine; receiving a request for an offer from another computing device of the user, the request including or prompting obtaining data from the other computing device sufficient to identify the user; retrieving the geolocation of the user obtained from the mobile device by identifying the user with the data from the other computing device sufficient to identify the user account; selecting, with the offers engine, a responsive offer based on the geolocation of the user obtained from the mobile device; and sending the responsive offer to the other computing device of the user. 
   
   ",Télécommunications,"Brian Keith Showers, Eithan Zilkha",RetailMeNot Inc,"Active, expires 2034-04-06",,,
https://patents.google.com/patent/US10319003B2,US10319003B2,System and method for unified dispute resolution,2006-12-21,"embodiment,, system, network-based, resolution, module.","
     In an embodiment, a system includes a network-based resolution module. The network-based resolution module is configured to receive information relating to a plurality of disputes relating to transactions involving a common entity. The disputes are associated with two or more payment processing systems. The system further includes a unified interface. The unified interface is associated with the resolution module, and it is configured to provide information relating to disputes that are associated with at least one of the two or more payment processing systems. 
   
   ",Télécommunications,"Colin Rule, Osama Mostafa Bedier",PayPal Inc,"Active, expires 2029-11-27",,,
https://patents.google.com/patent/US10319004B2,US10319004B2,User and engine code handling in medical coding system,2014-06-04,"Techniques, medical, coding, applying, natural, language, understanding","
     Techniques for medical coding include applying a natural language understanding (NLU) engine to a free-form text documenting a clinical patient encounter, to derive a first set of one or more medical billing codes for the clinical patient encounter and a link between each code in the first set and a corresponding portion of the free-form text. The first set of codes may be compared to a second set of one or more medical billing codes approved by one or more human users for the patient encounter, to identify at least one code in the first set that overlaps with at least one code in the second set. The code in the second set approved by the one or more human users may be retained instead of the overlapping code in the first set derived by the NLU engine. 
   
   ",Intelligence Artificielle,"Gregory Reiser, Howard D'Souza, Aparna Subramanian, Regina Spitznagel",Microsoft Technology Licensing LLC,"Active, expires 2035-12-23",,,
https://patents.google.com/patent/US10319005B2,US10319005B2,Establishing a billing address for a device by determining a location of the device,2016-01-25,"establish, target, (e.g.,, billing), address,, device, receives","
     To establish a target (e.g., billing) address, a device receives a first physical address determined by geolocating the device (e.g., based on an Internet Protocol (IP) address associated with the device). A street-level map that includes an indicator that is rendered at a first location in the map corresponding to the first physical address is displayed. The indicator can be moved from the first location to one or more other locations in the map. The device receives a selection of a physical address corresponding to the location in the map of the indicator when the selection is made. The device records the selected physical address as the target address. 
   
   ",Autre,Andrew Fear,Nvidia Corp,"Active, expires 2037-04-10",,,
https://patents.google.com/patent/US10319014B2,US10319014B2,"Online marketplace system, method, and computer readable medium for providing flaw accentuation to an image of an item for sale",2015-12-31,"Systems, methods, disclosed, provide, flaw, accentuation","
     Systems and methods are disclosed to provide flaw accentuation to an image in an e-commerce online marketplace. In some embodiments, a method may include receiving at an online marketplace, from a seller through the Internet, an image of an item being listed for sale at the online marketplace and text related to the item being listed for sale; determining that the item includes a flaw based on the text related to the item being listed for sale or the image of the item; creating a flaw accentuation to the image; and creating a listing in the online marketplace for the item that includes the image and the flaw accentuation to the image. 
   
   ",Autre,"Dane Glasgow, David Eramian, Sandy Godsey, Justin VanWinkle",eBay Inc,"Active, expires 2037-03-18",,,
https://patents.google.com/patent/US10319015B2,US10319015B2,Display method for displaying information desired by a user,2014-06-05,"display, method, including:, performing, (S10), service, application","
     A display method including: performing (S10) a service application that is an application for at lease one of services of a specific event, using an information terminal; obtaining (S11) a plurality of event information items by the information terminal through visible light communication with a display that displays the event information items, the information terminal being held toward a screen of the display; and displaying (S12), when the event information items obtained in the obtaining (S11) include related information, the related information on a display unit of the information terminal, the related information being information related to contents of the at least one of the services. 
   
   ",Télécommunications,Kento Ogawa,Panasonic Intellectual Property Corp of America,"Active, expires 2036-08-23",,,
https://patents.google.com/patent/US10319018B2,US10319018B2,Product identification using multiple services,2015-07-06,"method, system, determine, product, identification","
     A method and a system to determine a product identification of an item for sale in an online publication system is shown and described. For example, the method may be initiated when an input identifying an item is received from a user. An input type (e.g., image, text, audio recording, etc.) may be determined and one or more identification services may be selected based on the input type. At least a portion of the input is transmit to the selected one or more identification services. A product identification is received from each of the one or more identification services. Based on the received product identifications, a recommended product identification is determined. The recommended product identification is transmitted to the user. 
   
   ",Autre,"Scot Fraser Hamilton, Dinesh Kumar Damodharan, Bhupendra Jain",eBay Inc,"Active, expires 2031-10-31",,,
https://patents.google.com/patent/US10319019B2,US10319019B2,"Method, medium, and system for detecting cross-lingual comparable listings for machine translation using image similarity",2016-09-14,"various, example, embodiments,, system, method","
     In various example embodiments, a system and method for a Listing Engine that translates a first listing from a first language to a second language. The first listing includes an image(s) of a first item. The Listing Engine provides as input to an encoded neural network model a portion(s) of a translated first listing and a portions(s) of a second listing in the second language. The second listing includes an image(s) of a second item. The Listing Engine receives from the encoded neural network model a first feature vector for the translated first listing and a second feature vector for the second listing. The first and the second feature vectors both include at least one type of image signature feature and at least one type of listing text-based feature. Based on a similarity score of the first and second feature vectors at least meeting a similarity score threshold, the Listing Engine generates a pairing of the first listing in the first language with the second listing in the second language for inclusion in training data of a machine translation system. 
   
   ",Télécommunications,"Sanjika Hewavitharana, Evgeny Matusov, Robinson Piramuthu, Hassan SAWAF",eBay Inc,"Active, expires 2037-09-27",,,
https://patents.google.com/patent/US10319023B2,US10319023B2,Universal purchase path that may be optimized for conversion or revenue,2016-06-29,"domain, name, registrar, may, create, customizable, universal, purchase","
     A domain name registrar may create a customizable universal purchase path for all customers purchasing a given product. The registrar may create and store modular cross sell components that each has material for at least one product offered for sale by the registrar. Thereafter, the registrar may receive a request for a product from a customer. The registrar may determine a probability the customer will complete the purchase if shown upgrades and/or additional products. If the probability is low (or lower than a predefined threshold) the registrar may complete the purchase before displaying additional upgrades and/or additional products to the customer. This will maximize the conversion rate. Alternatively, if the probability is high (or higher than a predefined threshold) the registrar may create final page markups using the modular cross sell components and collected content and display the final page markups to the customer before completing the purchase with the customer. In preferred embodiments, the final page markups are for the upgrades and/or additional products most likely to be purchased by the customer. This will maximize the amount of each purchase. 
   
   ",Intelligence Artificielle,"Angeley Mullins, Ana Alicia Grace, Stacy Steinkuller, Joshua Ray Rossman, Garrett Matsudaira, Stephen Russell Baird, Anirban Kundu",Go Daddy Operating Co LLC,"Active, expires 2037-05-18",,,
https://patents.google.com/patent/US10319024B2,US10319024B2,Collaborative geolocation shopping,2014-11-03,"Methods, systems, facilitating, collaborative, shopping, described.","
     Methods and systems for facilitating collaborative shopping are described. A user creates and shares a shopping list containing desired items. The shopping list includes quantities of the items and deadlines for purchasing the items. When the user or one of his or her friends are at or near a location selling a desired item, they are alerted to purchase the item. As items are purchased by the user and his or her friends, the shopping list may be updated, and notes may be posted to the shopping list. Such updates and notes may include information regarding visited locations, prices of items, availability of items, restock or delivery dates, dates that locations were visited, etc. 
   
   ",Intelligence Artificielle,Lorena Bueno Lobl,PayPal Inc,"Active, expires 2038-01-24",,,
https://patents.google.com/patent/US10319025B2,US10319025B2,Executing terms of physical trade documents,2015-11-24,"system, executing, terms, physical, trade, documents","
     A system for executing terms of physical trade documents includes a document intake machine comprising a document scanner and a data extractor. The document intake machine receives a physical trade document from an entity. The document scanner may scan the physical trade document to create an electronic file of the physical trade document. The data extractor may identify trade terms from the electronic file. A trade executing machine receives the trade terms from the document intake machine and compare the trade terms to a trade condition, wherein the trade condition is identified from a document related to the physical trade document. If the trade terms match the trade condition, the trade executing machine may process the physical trade document according to the trade terms and communicate a notification message to the entity indicating that the physical trade document was processed according to the trade terms. 
   
   ",Télécommunications,"Ann McCormick, Gary Ford, Mark Zanzot, Peter Tholl, Robin Tooker, Steven Dommes, Timothy Lukavsky, Walter McKay",Bank of America Corp,"Active, expires 2037-09-29",,,
https://patents.google.com/patent/US10319031B2,US10319031B2,Generating customer-specific vehicle proposals for potential vehicle customers,2014-10-03,"Methods,, systems, computer, program, products, generating, customer-specific, vehicle","
     Methods, systems and computer program products for generating customer-specific vehicle proposals that may be based on ongoing vehicle finance payment information and/or information received from a third party entity. Embodiments of inventions herein disclosed provide for efficient identification of potential customers based on their current vehicle and/or ongoing financial obligations related to the current vehicle. A replacement vehicle is identified and a vehicle proposal, such as a sales or lease proposal, is generated for one or more of the identified potential customers. 
   
   ",Autre,Jeffrey S. Cotton,"AUTOALERT LLC, Autoalert Inc","Active, expires 2026-04-03",,,
https://patents.google.com/patent/US10319032B2,US10319032B2,Coupon blending of a swap portfolio,2014-07-22,"Systems, methods, blending, plurality, swaps, may","
     Systems and methods for blending a plurality of swaps may include determining a fixed rate for use in blending a plurality of swaps, each of the plurality of swaps having matching economics and a different associated fixed rate. A computing device may determine a first remnant swap and a second remnant swap to blend the plurality of swaps using the determined fixed rates. This may reduce the gross notional and/or the total clearing line items associated with the original swaps. In some cases, the computing device may determine one single swap for blending the plurality of swaps. 
   
   ",Autre,"Wansu Zhan, Dhiraj Bawadhankar",CME Group Inc,"Active, expires 2034-10-13",,,
https://patents.google.com/patent/US10319033B2,US10319033B2,"Data packet processing methods, systems, and apparatus",2015-09-01,"technology, detects, undesirable, data, packets., Data, packets, received","
     The technology detects undesirable data packets. Data packets are received from multiple sources at one or more packet switches in a data communications network. The one or more packet switches route the data packets to one or more intended destination computing nodes and also transmit a copy of all the data packets received in the data communications network to a network capture device. The network capture device processes the data packets, detects financial data packets, and transmits the detected financial data packets for analysis by a risk exposure computer system that performs automatic financial risk analysis based on the detected financial data packets. 
   
   ",Télécommunications,"Brian KREIDER, Stephen Cooper",Nasdaq Inc,"Active, expires 2037-09-05",,,
https://patents.google.com/patent/US10319035B2,US10319035B2,Image capturing and automatic labeling system,2013-10-11,"vehicle, image, capture, labeling, system, operates, enable","
     A vehicle image capture and labeling system operates to enable a user to capture vehicle photos, pictures, and/or images that are automatically labeled, i.e., annotated. In particular, the captured vehicle photos, pictures, or images are automatically labeled with certain vehicle identifier information, like a vehicle identification number (VIN), and pose information, that identifies a portion or view of the vehicle depicted within the image of the vehicle. The vehicle images may also be automatically labeled with one or more other image attributes or indicia, such as geospatial information corresponding to a location at which the photo or image was captured (e.g., global positioning system (GPS) data), time and date of image capture data, etc. The captured vehicle image and its label(s) may then be stored and used by other applications such as vehicle insurance claim applications, automobile repair estimate applications, etc. 
   
   ",Intelligence Artificielle,"Ronald Nelson, Sean Fitzgerald",CCC Intelligent Solutions Inc,"Active, expires 2035-05-20",,,
https://patents.google.com/patent/US10319036B2,US10319036B2,Computer system for generating and displaying interactive user interfaces,2014-08-12,"computer, system, generates, interactive, user, interfaces., system","
     A computer system generates interactive user interfaces. The system is configured to receive first data input via a user interface, access stored data including guideline data based on the received first data, and generate a modified user interface based on the accessed stored data. The first data, and second data received via the modified user interface, are processed and employed for adjusting workflows. 
   
   ",Sécurité,"John C. Haywood, Maureen A. Morrison, Joseph E. Musgrove, JR., Jeffrey D. Panitzke, Sheila M. Peine, Andres Pelaez, Ryan L. Wilson",Hartford Fire Insurance Co,"Active, expires 2033-08-25",,,
https://patents.google.com/patent/US10319041B2,US10319041B2,Automated financial data aggregation,2015-07-02,"Methods,, systems,, apparatus,, including, computer, programs, encoded, on, computer","
     Methods, systems, and apparatus, including computer programs encoded on computer storage media, for data aggregation. The methods, systems, and apparatus include determining whether a site-specific script for extracting financial data from a particular financial institution website is available; in response to determining that a site-specific script for extracting financial data from the particular financial institution website is not available, generating a site map of web pages and web page segments in the financial institution website, wherein the site map is generated based on at least in part on a statistical analysis of web pages and web page segments that are not in the financial institution website; generating, based on the site map of the financial institution website, a site-specific script for extracting financial data from the financial institution website; and extracting, for one or more users, financial data from the particular financial institution website using the generated site-specific script. 
   
   ",Intelligence Artificielle,"Rohit Chourasia, Shubha Pant",Yodlee Inc,"Active, expires 2035-11-02",,,
https://patents.google.com/patent/US10319045B2,US10319045B2,Identifying unexpected relationships in a social networking system,2012-11-26,"social, networking, system, identifies, relationships, between, friends","
     A social networking system identifies relationships between friends of a target user that are likely to be unexpected to the target user. To identify an unexpected relationship among a user's friends, the social networking system determines a measure of unexpectedness for pairs of connections of the target user and selects pairs of connections for presentation to the user based on the measure of unexpectedness. The measure of unexpectedness of a relationship between a pair of friends is inversely related to a number of connections between each of the pair of friends and the target user. Information describing the pair of unexpected friends may be presented to a target user along with content relating the two friends, such as photos in which both friends are tagged, events attended by the unexpected friends together, or places both unexpected friends checked-in at the same time. 
   
   ",Télécommunications,Jonathan H. Frank,Meta Platforms Inc,"Active, expires 2035-01-06",,,
https://patents.google.com/patent/US10319046B2,US10319046B2,System and method for aggregating social network feed information,2013-07-21,"accordance, disclosed, embodiments,, there, methods,, systems,","
     In accordance with disclosed embodiments, there are provided methods, systems, and apparatuses for aggregating social network feed information including, for example, means for receiving user activity data from one or more social networks; parsing the user activity data to render a plurality of targeting parameters culled from the user activity data; matching one or more of the plurality of targeting parameters with advertising conditions for a social media campaign, wherein the advertising conditions of the social media campaign are contextually relevant to the one or more targeting parameters matched; recommending the social media campaign via a user interface; receiving authorization to launch the social media campaign via input received at the user interface or automatically launching the social media campaign based on pre-defined parameters; and deploying the social media campaign to one or many social media networks. Other related embodiments are disclosed. 
   
   ",Télécommunications,"Liam Tomar Fontvieille Doyle, Andrew Ian Craven, Teddy K. Joe",Salesforce Inc,"Active, expires 2035-07-07",,,
https://patents.google.com/patent/US10319047B2,US10319047B2,Identification of life events within social media conversations,2015-06-29,"Identifying, life, events, within, social, network, feeds., method, may","
     Identifying life events within social network feeds. The method may include receiving social media data. The method may include identifying life event data within the social media data. The method may include determining a life event probability score associated with a life event class for the life event data using metadata. The method may include assigning a first life event class to each item of life event data based on the life event probability score. The method may include creating conversations by grouping the life event data. The method may include extracting metadata. The method may include determining a conversation probability score for each conversation based on the metadata and the life event probability score associated with each item of life event data. The method may include assigning a second life event class based on the conversation probability score. The method may include displaying the conversations based on user preferences. 
   
   ",Télécommunications,"Alan Braz, Paulo R. Cavalin, Rogerio A. de Paula, Luis G. Moyano, Claudio S. Pinhanez",International Business Machines Corp,"Expired - Fee Related, expires 2036-04-21",,,
https://patents.google.com/patent/US10319048B2,US10319048B2,Calculating expertise confidence based on content and social proximity,2015-08-27,"method, executing,, via, processor,, document-oriented, search","
     A method includes executing, via a processor, a document-oriented search based on a query in an index of documents to generate a set of document results, each document associated with at least one potential expert. The method includes analyzing the document results to produce a list of potential experts. The method includes calculating an expertise score for each potential expert based on a calculated content score and metadata score for each potential expert. The method includes calculating an evidence diversity score for each potential expert. The method includes calculating a confidence score for each potential expert based on a diversity-constrained content score and a diversity-constrained metadata score for each potential expert. The method includes displaying a list of potential experts with associated confidence scores. 
   
   ",Intelligence Artificielle,"Leonid Bolshinsky, Inbal Ronen, Eitan SHAPIRO, Arnon Yogev",International Business Machines Corp,"Expired - Fee Related, expires 2037-06-22",,,
https://patents.google.com/patent/US10319050B2,US10319050B2,"Systems for adjusting agronomic inputs using remote sensing, and related apparatus and methods",2017-09-11,"Methods,, systems,, apparatus,, including, computer, programs, encoded, on, computer","
     Methods, systems, and apparatus, including computer programs encoded on computer storage media for using remote sensing data to infer agronomic inputs to an agronomic simulation model. 
   
   ",Sécurité,Ryan Richt,Cibo Technologies Inc,Active,,,
https://patents.google.com/patent/US10319051B2,US10319051B2,System and method for creating and managing intelligent water points in resource constrained regions,2016-03-15,"disclosure, provides, system, method, collection","
     The disclosure provides a system and method for collection of water point data from a distribution of water points to generate a digital aquifer. The disclosure includes a system to generate and collect water point data through devices supported by frugal innovations that address resource constraints. Use of the systems and methods as described enable water point users to better plan and manage limited water resources. 
   
   ",Intelligence Artificielle,"Kala Fleming, Muuo Wambua, Timothy Kotin, Elizabeth Ondula, Komminist Weldemariam",International Business Machines Corp,"Active, expires 2037-03-09",,,
https://patents.google.com/patent/US10319054B2,US10319054B2,Automated entity valuation system,2018-12-10,"automated, valuation, system, entity,, uses, specific","
     An automated valuation system for an entity, that uses specific input attributes items and a plurality of primary token features that are disposed within a specific geolocation, in addition, a plurality of valued entities input data set items and a plurality of secondary token features that are disposed within the same geolocation. Recently evaluated entities are qualified by being within first and second ranges of first and second matched items to the specific entity, wherein common features are removed, and remaining features are given a tokenized grouping and weight via an algorithm to explain valuations differences between recently evaluated entities. These weights are used determine a calculated value of the specific entity by determining a calculated attribute value based upon the weight of the features associated with the specific entity. 
   
   ",Intelligence Artificielle,Creed Smith,Individual,Expired - Fee Related,,,
https://patents.google.com/patent/US10319064B2,US10319064B2,Graphics anti-aliasing resolve with stencil mask,2017-04-10,"embodiment, graphics, apparatus, may, mask","
     An embodiment of a graphics apparatus may include a mask buffer to store a mask, a shader communicatively coupled to the mask buffer to apply the mask to a first shader pass, and a resolver communicatively coupled to the mask buffer to apply the mask to a resolve pass. The resolver may be configured to exclude a sample location not covered by the mask in the resolve pass. Other embodiments are disclosed and claimed. 
   
   ",Intelligence Artificielle,"Hugues Labbe, Tomer Bar-On, Kai Xiao, Ankur N. Shah, John G. Gierach",Intel Corp,"Active, expires 2037-07-14",,,
https://patents.google.com/patent/US10319066B2,US10319066B2,Convolution engine with per-channel processing of interleaved channel data,2017-04-27,"Embodiments, relate, configurable, convolution, engine, receives, configuration","
     Embodiments relate to a configurable convolution engine that receives configuration information to perform convolution and other deep machine learning operations on streaming input data of various formats. The convolution engine may include a convolution core circuit and a spatial pooling circuit. The convolution core circuit performs convolution operations on input data to generate a first stream including first values of a first channel and second values of a second channel in an interleaved manner. The convolution core circuit may further perform post-processing operations, including inter-channel processing operations. The spatial pooling circuit performs per-channel operations on the output of the convolution core circuit, pooling subsets of the values of the first and second channel separately, and combining the spatially pooled values into an output stream having multiple channels in an interleaved manner. 
   
   ",Intelligence Artificielle,Sung Hee Park,Apple Inc,"Active, expires 2037-06-27",,,
https://patents.google.com/patent/US10319069B2,US10319069B2,Matrix factorization with approximate computing,2017-12-14,"Techniques, facilitate, matrix, factorization, associated, graphics, processing, units","
     Techniques that facilitate matrix factorization associated with graphics processing units are provided. In one example, a computer-implemented method is provided. The computer-implemented method can comprise loading, by a graphics processing unit operatively coupled to a processor, item features from a data matrix into a shared memory. The data matrix can be a matrix based on one or more user features and item features. The computer-implemented method can further comprise tiling and aggregating, by the graphics processing unit, outer products of the data matrix tiles to generate an aggregate value and approximating, by the graphics processing unit, an update to a user feature of the data matrix based on the aggregate value and the loaded item features. 
   
   ",Télécommunications,"Shiyu Chang, Liana L. Fong, Wei Tan",International Business Machines Corp,Expired - Fee Related,,,
https://patents.google.com/patent/US10319070B2,US10319070B2,Dynamic page sizing of page table entries,2018-09-04,"accordance, embodiment, page, table, entry, maps","
     In accordance with one embodiment each page table entry maps a variable page size (per entry), if multiple continuous virtual pages map to contiguous physical pages. This may drastically reduce the number of translation lookaside buffer (TLB) entries needed since each entry can potentially map a larger chunk of memory, in some embodiments. 
   
   ",Autre,"Abhishek R. Appu, Joydeep Ray, Altug Koker, Balaji Vembu, Prasoonkumar P. Surti, Kamal Sinha, Vasanth Ranganathan, Kiran C. Veernapu, Bhushan M. Borole, Wenyin Fu",UNM Rainforest Innovations,Active,,,
https://patents.google.com/patent/US10319073B2,US10319073B2,Universal digital content zooming techniques,2014-09-12,"Techniques, disclosed, digital, content, zooming., example","
     Techniques are disclosed for digital content zooming. In one example case, the hypotenuse of the digital content (or a combination of both height and width values of the content) is initially set to provide the 100% zoom level and is subsequently used to resize or zoom that content. In particular, an arbitrary constant that is independent of the content itself is used to define the initial or 100% zoom level at which the content is initially displayed. The arbitrary constant may be, for example, a hypotenuse size in pixels, or a specific combination of height and width in pixels. In one specific example, the arbitrary constant can be selected based on, for instance, an average of current physical screen and/or virtual viewing window resolutions' hypotenuse sizes, in pixels. In any case, the arbitrary constant can be used to set the initial size of the content, and to compute zoom steps. 
   
   ",Autre,Amir Mesguich Havilio,Bank of America NA,"Active, expires 2035-11-05",,,
https://patents.google.com/patent/US10319075B2,US10319075B2,"Method for upscaling noisy images, and apparatus for upscaling noisy images",2016-11-04,"known, image, upscaling, methods, noisy, images,, important, detail","
     With known image upscaling methods of noisy images, important detail information is lost during denoising. A method for upscaling noisy input images comprises upscaling a noisy input image to obtain a noisy High-Resolution (HR) image, denoising the noisy input image to obtained a denoised Low-Resolution (LR) image, upscaling the denoised LR image to obtain an upscaled denoised LR image, and combining the noisy HR image and the upscaled denoised LR image to generate a denoised HR image. 
   
   ",Télécommunications,"Mangesh KOTHULE, Jordi Salvador Marcos",InterDigital Madison Patent Holdings SAS,"Active, expires 2037-03-29",,,
https://patents.google.com/patent/US10319076B2,US10319076B2,Producing higher-quality samples of natural images,2017-06-15,"embodiment,, method, accessing, plurality","
     In one embodiment, a method includes accessing a plurality of generative adversarial networks (GANs) that are each applied to a particular level k of a Laplacian pyramid. Each GAN may comprise a generative model G k  and a discriminative model D k . At each level k, the generative model G k  may take as input a noise vector z k  and may output a generated image {tilde over (h)} k . At each level k, the discriminative model D k  may take as input either the generated image {tilde over (h)} k  or a real image h k , and may output a probability that the input was the real image h k . The method may further include generating a sample image Ĩ k  from the generated images {tilde over (h)} k , wherein the sample image is based on the probabilities outputted by each of the discriminative models D k  and the generated images {tilde over (h)} k . The method may further include providing the sample image Ĩ k  for display. 
   
   ",Télécommunications,"Emily Denton, Soumith Chintala, Arthur David Szlam, Robert D. Fergus",Meta Platforms Inc,Active,,,
https://patents.google.com/patent/US10319080B2,US10319080B2,Point cloud noise and outlier removal for image-based 3D reconstruction,2018-07-06,"Enhanced, removing, noise, outliers, from","
     Enhanced removing of noise and outliers from one or more point sets generated by image-based 3D reconstruction techniques is provided. In accordance with the disclosure, input images and corresponding depth maps can be used to remove pixels that are geometrically and/or photometrically inconsistent with the colored surface implied by the input images. This allows standard surface reconstruction methods (such as Poisson surface reconstruction) to perform less smoothing and thus achieve higher quality surfaces with more features. In some implementations, the enhanced point-cloud noise removal in accordance with the disclosure can include computing per-view depth maps, and detecting and removing noisy points and outliers from each per-view point cloud by checking if points are consistent with the surface implied by the other input views. 
   
   ",Autre,"Changil Kim, Olga SORKINE-HORNUNG, Christopher Schroers, Henning Zimmer, Katja Wolff, Mario Botsch, Alexander SORKINE-HORNUNG","Eidgenoessische Technische Hochschule Zurich ETHZ, Disney Enterprises Inc",Active,,,
https://patents.google.com/patent/US10319086B2,US10319086B2,Method for processing image and electronic device supporting the same,2016-07-28,"According, various, exemplary, embodiments, disclosure,","
     According to various exemplary embodiments of the present disclosure, an electronic device may include a memory for storing one or more instructions, and a processor. The processor may be configured to acquire at least one image of at least one object, determine a change of an attribute corresponding to the at least one object, select at least one correction method based on the attribute change, correct the at least one image using the at least one correction method, and displaying the at least one image corrected by the at least one correction method on a display. 
   
   ",Autre,"Wooyong Lee, Hyejin Kang, Gyuhee HAN, Jae-Yun Song, Kihuk LEE",Samsung Electronics Co Ltd,"Active, expires 2036-11-18",,,
https://patents.google.com/patent/US10319092B2,US10319092B2,Locality-based detection of tray slot types and tube types in a vision system,2016-02-16,"method, detecting, properties, sample, tubes","
     A method for detecting properties of sample tubes is provided that includes extracting image patches substantially centered on a tube slot of a tray or a tube top in a slot. For each image patch, the method may include assigning a first location group defining whether the image patch is an image center, a corner of an image or a middle edge of an image, selecting a trained classifier based on the first location group and determining whether each tube slot contains a tube. The method may also include assigning a second location group defining whether the image patch is from an image center, a left corner of the image, a right corner of the image, a left middle of the image; a center middle of the image or a right middle of the image, selecting a trained classifier based on the second location group and determining a tube property. 
   
   ",Intelligence Artificielle,"Wen Wu, Benjamin Pollack, Yao-Jen Chang, Guillaume Dumont, Terrence Chen",Siemens Healthcare Diagnostics Inc,"Active, expires 2036-04-30",,,
https://patents.google.com/patent/US10319093B2,US10319093B2,"Image processing apparatus, image processing method, and program",2016-07-22,"boundary, site, included, as, attached, abnormal","
     A boundary of a site included as an attached abnormal shadow in a medical image is corrected to allow assisting in diagnosis based on a shape of a tissue. An image processing apparatus according to the present invention includes: a boundary extraction unit configured to extract a boundary of a first site and a boundary of a second site in the medical image; a boundary identification unit configured to identify a partial boundary of the first site that is adhere to the boundary of the second site as a first boundary part, and to identify a partial boundary of the first site that is not adhere to the boundary of the second site as a second boundary part; and a correction unit configured to correct a shape of the first boundary part based on the second boundary part. 
   
   ",Autre,"Bin Chen, Daisuke FURUKAWA","Canon Inc, CCC Intelligent Solutions Inc","Active, expires 2036-09-09",,,
https://patents.google.com/patent/US10319095B2,US10319095B2,"Method, an apparatus and a computer program product for video object segmentation",2017-05-17,"invention, relates, method, apparatus, implementing","
     The invention relates to a method and an apparatus implementing the method. The method comprises extracting region proposals from a media content; selecting a set of region proposals corresponding to an object in the media content; identifying objects of interest; determining an object-specific representation by an iterative tracking method; sampling positive examples from the set of tracked region proposal groups obtained from the iterative tracking method; and performing object segmentation. 
   
   ",Télécommunications,Tinghuai WANG,Nokia Technologies Oy,Active,,,
